code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,total_dataplus_clicks,total_dualpane_clicks,total_external_quiz_clicks,total_folder_clicks,total_forum_clicks,total_glossary_clicks,total_homepage_clicks,total_hrml_clicks,total_collaborate_clicks,total_content_clicks,total_elluminate_clicks,total_wiki_clicks,total_page_clicks,total_questionnaire_clicks,total_quiz_clicks,total_repeated_clicks,total_resource_clicks,total_shared_clicks,total_subpage_clicks,total_url_clicks,total_activities,total_clicks,label
AAA,2013-Oct,324084,F,South West Region,A Level or Equivalent,10-20%,35-55,N,0,25,0,15,2,0,0,293,0,383,0,0,958,0,1,0,0,0,2,8,115,1687,Pass
AAA,2013-Oct,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,N,0,7,1,2,0,0,0,25,0,49,0,0,17,0,0,1,0,0,2,1,42,105,Pass
AAA,2013-Oct,331358,F,South Region,HE Qualification,90-100%,35-55,N,0,36,7,6,2,0,0,493,0,204,0,0,527,1,0,1,0,0,1,47,41,1325,Withdrawn
AAA,2013-Oct,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,0,49,22,3,2,1,0,771,0,190,0,0,327,0,0,0,0,0,2,9,113,1376,Pass
AAA,2013-Oct,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,N,0,44,4,2,0,0,0,1,2,64,0,1,162,0,0,0,0,0,2,9,52,291,Pass
AAA,2013-Oct,333323,M,Scotland,HE Qualification,80-90%,0-35,N,0,48,7,2,0,0,0,134,0,110,0,1,271,0,1,0,0,0,1,8,65,583,Pass
AAA,2013-Oct,334259,F,London Region,A Level or Equivalent,50-60%,0-35,N,0,33,1,1,1,0,0,53,1,52,0,1,75,0,0,0,0,0,2,6,41,226,Fail
AAA,2013-Oct,334333,F,South West Region,A Level or Equivalent,0-10%,0-35,Y,0,12,4,1,1,0,1,16,0,43,0,0,47,0,1,0,0,1,1,8,28,136,Withdrawn
AAA,2013-Oct,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,N,0,84,50,1,1,0,0,741,1,398,0,0,294,0,0,0,0,0,2,2,94,1574,Withdrawn
AAA,2013-Oct,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,107,11,22,0,1,0,48,0,224,0,0,609,0,0,1,0,0,2,6,108,1031,Pass
AAA,2013-Oct,339972,M,North Region,A Level or Equivalent,80-90%,0-35,N,0,33,4,2,0,0,0,0,0,42,0,0,167,0,1,0,0,0,2,1,53,252,Pass
AAA,2013-Oct,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,1,42,3,2,0,1,0,25,0,71,1,0,54,0,0,0,0,0,1,7,62,208,Fail
AAA,2013-Oct,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,N,0,71,37,1,1,0,0,46,0,143,0,0,257,1,0,0,1,0,1,2,34,561,Withdrawn
AAA,2013-Oct,342514,M,Scotland,Lower Than A Level,50-60%,55<=,N,1,106,75,7,0,1,0,91,0,224,0,2,1021,0,0,0,0,0,1,1,112,1530,Pass
AAA,2013-Oct,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,N,0,59,31,2,0,0,1,143,0,165,0,0,169,0,0,0,0,1,1,5,99,577,Pass
AAA,2013-Oct,343446,M,Ireland,HE Qualification,70-80%,35-55,N,0,107,31,4,1,0,0,1537,0,636,0,0,845,1,0,0,0,0,1,13,141,3176,Pass
AAA,2013-Oct,344282,M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,N,0,14,0,2,0,0,0,1,0,13,0,0,14,0,0,0,0,1,2,4,44,51,Fail
AAA,2013-Oct,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,Y,0,73,5,6,0,1,0,6,0,78,0,0,365,0,0,0,0,1,1,6,64,542,Pass
AAA,2013-Oct,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,0,116,72,10,0,0,0,325,0,351,0,0,971,0,0,0,0,1,2,6,156,1854,Distinction
AAA,2013-Oct,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,63,3,2,0,1,0,127,0,204,0,1,92,0,0,0,0,0,2,9,96,504,Pass
AAA,2013-Oct,346843,F,Scotland,HE Qualification,50-60%,35-55,N,0,15,3,0,2,0,0,0,0,25,0,2,91,0,0,0,0,0,1,2,18,141,Fail
AAA,2013-Oct,350188,M,North Western Region,HE Qualification,80-90%,35-55,N,0,91,5,6,1,0,0,42,0,130,1,0,372,0,1,0,0,0,1,32,104,682,Pass
AAA,2013-Oct,354858,M,South Region,HE Qualification,90-100%,35-55,N,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,7,7,Withdrawn
AAA,2013-Oct,357668,M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,N,0,37,5,2,0,0,0,5,2,53,0,0,37,0,0,0,0,1,2,9,41,153,Fail
AAA,2013-Oct,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,N,1,41,27,1,1,1,0,1,0,103,0,0,497,1,0,0,0,0,1,4,75,679,Fail
AAA,2013-Oct,365244,F,London Region,A Level or Equivalent,0-10%,0-35,N,0,54,20,8,1,0,1,186,1,99,0,0,177,0,0,0,0,0,2,9,99,558,Pass
AAA,2013-Oct,365642,M,East Anglian Region,Lower Than A Level,10-20%,35-55,N,1,94,23,6,1,1,0,419,1,573,0,0,522,0,0,0,0,0,1,27,153,1669,Pass
AAA,2013-Oct,366483,M,South West Region,HE Qualification,40-50%,0-35,N,0,107,68,21,0,0,0,13,0,341,1,0,676,0,1,0,0,0,1,4,119,1233,Pass
AAA,2013-Oct,368194,F,South West Region,A Level or Equivalent,50-60%,0-35,Y,0,51,5,1,1,0,0,45,0,82,0,1,148,0,1,0,0,1,1,29,73,366,Pass
AAA,2013-Oct,368824,M,Wales,HE Qualification,50-60%,35-55,N,0,43,11,1,1,0,0,71,0,50,0,1,41,0,0,1,0,0,1,14,66,235,Fail
AAA,2013-Oct,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,1,49,10,2,0,0,1,25,0,76,0,0,278,0,0,0,0,1,1,6,76,450,Pass
AAA,2013-Oct,376439,M,North Region,HE Qualification,10-20%,0-35,N,0,76,33,2,0,0,0,728,0,505,0,0,270,0,0,0,1,0,1,14,131,1630,Distinction
AAA,2013-Oct,376581,F,South Region,A Level or Equivalent,80-90%,35-55,N,0,175,110,16,2,0,0,195,0,457,0,0,1268,1,1,0,0,0,2,14,147,2241,Pass
AAA,2013-Oct,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,60,1,2,0,0,1,55,0,224,0,0,488,0,1,0,0,0,2,10,87,844,Pass
AAA,2013-Oct,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,N,0,82,36,2,0,0,0,12,0,131,0,0,220,0,0,1,0,1,2,2,87,489,Pass
AAA,2013-Oct,386924,M,Ireland,Lower Than A Level,0-10%,0-35,N,1,28,9,2,0,0,0,8,0,60,0,0,43,0,0,0,1,0,1,5,63,158,Pass
AAA,2013-Oct,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,0,52,1,2,0,0,0,48,0,263,0,0,280,1,0,0,0,1,2,8,106,658,Pass
AAA,2013-Oct,388722,F,London Region,Lower Than A Level,80-90%,35-55,N,1,46,8,0,2,0,0,159,1,135,0,0,141,0,1,0,0,0,1,10,79,505,Pass
AAA,2013-Oct,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,N,0,46,8,1,1,0,0,159,0,140,0,0,334,0,1,1,0,0,2,10,85,703,Pass
AAA,2013-Oct,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,N,0,55,21,5,0,0,1,20,0,109,0,1,197,0,0,0,0,0,2,14,65,425,Withdrawn
AAA,2013-Oct,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N,0,15,1,2,0,0,0,42,0,91,0,0,161,1,0,0,1,0,2,9,66,325,Fail
AAA,2013-Oct,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,N,0,109,23,7,2,0,0,1172,0,639,1,1,779,0,0,0,0,0,2,19,148,2754,Pass
AAA,2013-Oct,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,N,0,89,3,2,0,0,0,95,0,149,1,0,383,0,0,0,0,0,2,8,81,732,Pass
AAA,2013-Oct,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,N,0,89,2,5,0,0,0,75,0,270,0,1,485,0,0,0,0,1,1,20,94,949,Pass
AAA,2013-Oct,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,N,1,77,3,15,0,0,0,42,0,235,0,0,654,0,0,1,0,1,1,4,93,1034,Fail
AAA,2013-Oct,401869,F,South East Region,Lower Than A Level,80-90%,0-35,N,1,68,26,1,1,0,0,112,2,182,0,0,329,0,1,0,0,0,1,17,101,741,Pass
AAA,2013-Oct,402470,M,South West Region,Lower Than A Level,50-60%,35-55,N,1,58,43,1,1,0,0,28,1,248,0,1,689,0,1,0,0,0,1,2,96,1075,Pass
AAA,2013-Oct,404804,M,Wales,Lower Than A Level,20-30%,35-55,N,1,65,4,1,1,0,0,23,1,69,0,0,155,0,0,1,0,0,1,7,41,329,Pass
AAA,2013-Oct,405088,M,North Region,A Level or Equivalent,20-30%,0-35,N,0,74,35,2,0,0,0,248,1,271,0,0,472,0,0,0,0,0,2,10,95,1115,Pass
AAA,2013-Oct,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,0,56,3,2,0,0,0,43,0,201,0,1,403,0,0,0,0,1,2,12,89,724,Pass
AAA,2013-Oct,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,N,0,65,20,1,1,0,1,136,0,146,0,0,363,0,0,0,1,0,1,15,59,750,Withdrawn
AAA,2013-Oct,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,Y,0,42,3,2,0,0,0,57,1,66,1,2,159,0,0,0,0,1,1,8,41,343,Fail
AAA,2013-Oct,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,0,28,1,1,1,0,0,39,0,58,1,0,259,1,0,0,0,0,2,8,53,399,Pass
AAA,2013-Oct,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,N,0,24,0,1,1,0,0,214,1,82,0,0,183,1,0,0,0,0,2,10,71,519,Pass
AAA,2013-Oct,441888,M,London Region,A Level or Equivalent,20-30%,0-35,N,0,54,12,2,0,0,0,124,2,155,0,0,307,0,0,0,0,0,2,12,58,670,Pass
AAA,2013-Oct,442442,M,South West Region,HE Qualification,80-90%,0-35,N,0,33,18,2,0,0,0,277,0,152,0,0,207,0,2,0,0,0,1,6,65,698,Withdrawn
AAA,2013-Oct,444677,M,London Region,HE Qualification,30-40%,0-35,N,0,51,24,14,0,0,0,153,1,272,0,0,588,0,0,0,0,0,1,3,121,1107,Distinction
AAA,2013-Oct,470588,M,South East Region,HE Qualification,90-100%,35-55,N,0,19,5,1,1,0,0,32,0,51,0,0,237,0,0,1,0,0,1,3,25,351,Withdrawn
AAA,2013-Oct,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,N,0,211,80,1,1,0,0,673,1,597,0,0,606,0,1,0,0,0,2,17,159,2190,Pass
AAA,2013-Oct,494424,F,North Region,A Level or Equivalent,80-90%,0-35,N,0,6,0,1,1,0,0,12,0,9,0,0,17,0,1,0,0,0,2,1,11,50,Fail
AAA,2013-Oct,495284,M,South East Region,HE Qualification,80-90%,0-35,N,0,29,6,7,0,0,0,54,0,164,0,0,480,0,1,0,0,0,1,3,81,745,Pass
AAA,2013-Oct,498857,M,North Western Region,HE Qualification,80-90%,35-55,N,0,51,3,15,1,0,0,12,0,171,1,0,533,0,1,0,0,0,1,3,98,792,Pass
AAA,2013-Oct,508818,M,London Region,A Level or Equivalent,40-50%,0-35,N,0,45,0,2,0,0,0,434,1,159,1,0,270,0,0,0,0,0,2,1,57,915,Pass
AAA,2013-Oct,512460,M,South East Region,HE Qualification,90-100%,0-35,N,0,56,3,2,0,0,0,58,0,96,0,0,236,0,0,1,0,0,1,8,76,461,Pass
AAA,2013-Oct,544103,M,North Western Region,HE Qualification,40-50%,0-35,N,0,179,101,2,0,0,0,223,0,443,2,0,723,0,0,0,0,0,1,10,126,1684,Pass
AAA,2013-Oct,550383,M,South East Region,HE Qualification,60-70%,0-35,N,0,51,3,5,0,0,0,44,0,126,0,2,385,0,0,0,0,0,1,4,70,621,Pass
AAA,2013-Oct,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,N,0,38,1,2,0,0,0,1,0,56,0,0,90,0,1,0,1,0,1,8,51,199,Fail
AAA,2013-Oct,568601,F,Scotland,HE Qualification,30-40%,0-35,N,0,21,9,1,1,0,0,0,0,30,0,1,361,0,0,0,0,0,1,4,40,429,Withdrawn
AAA,2013-Oct,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,N,0,38,2,7,0,0,0,4,0,95,0,0,538,1,0,0,1,0,1,6,63,693,Pass
AAA,2013-Oct,580389,M,Ireland,HE Qualification,90-100%,0-35,N,0,49,1,2,0,0,0,239,0,153,0,0,333,0,0,1,0,0,1,10,74,789,Pass
AAA,2013-Oct,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,25,0,2,0,1,0,36,0,52,0,0,67,0,0,0,0,0,2,3,43,188,Fail
AAA,2013-Oct,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,N,0,137,5,14,0,0,0,3098,1,1789,0,0,1117,0,1,1,0,0,2,47,153,6212,Pass
AAA,2013-Oct,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,N,0,19,3,1,1,0,0,186,0,110,0,0,147,1,0,1,0,0,1,5,57,475,Pass
AAA,2013-Oct,603861,M,North Region,HE Qualification,10-20%,55<=,N,0,43,5,4,0,1,0,0,0,118,0,0,664,0,0,0,1,0,1,9,76,846,Withdrawn
AAA,2013-Oct,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,N,0,21,3,1,1,0,0,47,0,55,0,1,129,0,0,1,0,0,1,1,43,261,Fail
AAA,2013-Oct,704156,M,South Region,HE Qualification,90-100%,55<=,N,0,156,100,3,0,1,0,444,0,383,0,0,1510,1,0,1,0,0,1,27,165,2627,Pass
AAA,2013-Oct,705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,N,0,264,133,28,0,1,0,1539,0,1150,0,0,1793,0,0,0,1,0,2,41,190,4952,Distinction
AAA,2013-Oct,721259,F,South Region,Lower Than A Level,50-60%,55<=,N,1,23,16,0,1,1,0,175,3,20,0,1,77,1,0,0,0,0,1,3,16,323,Withdrawn
AAA,2013-Oct,749412,M,South Region,Lower Than A Level,70-80%,55<=,N,1,161,64,8,0,1,0,1660,1,946,0,0,297,2,0,0,0,0,1,12,160,3154,Pass
AAA,2013-Oct,760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,N,0,405,186,12,0,1,0,2284,3,1758,0,0,1679,0,0,0,1,0,2,32,196,6363,Distinction
AAA,2013-Oct,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,0,204,119,4,2,1,0,240,8,606,0,0,1206,0,0,1,0,0,2,18,156,2411,Pass
AAA,2013-Oct,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,N,0,39,27,0,2,0,0,691,0,204,0,1,82,0,1,0,0,0,2,5,93,1054,Pass
AAA,2013-Oct,958987,M,North Western Region,HE Qualification,40-50%,35-55,N,0,112,39,1,1,0,0,18,0,306,2,0,647,0,0,0,0,0,1,17,121,1144,Pass
AAA,2013-Oct,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,0,24,3,3,2,1,0,94,0,140,1,0,538,0,0,0,0,0,2,4,90,812,Pass
AAA,2013-Oct,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,N,0,29,1,1,1,0,0,930,0,365,0,0,267,0,2,0,0,0,2,3,87,1601,Withdrawn
AAA,2013-Oct,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,N,0,164,89,14,2,0,0,255,0,502,0,0,1568,0,0,1,1,0,1,22,161,2619,Pass
AAA,2013-Oct,978739,M,South Region,HE Qualification,90-100%,35-55,N,0,250,126,9,1,0,0,2253,15,944,0,0,1245,1,0,1,0,0,1,85,160,4931,Pass
AAA,2013-Oct,1035023,F,London Region,Lower Than A Level,30-40%,35-55,N,1,45,2,20,2,0,0,106,1,336,0,0,1173,0,0,0,0,0,1,17,126,1704,Pass
AAA,2013-Oct,1105478,M,Scotland,HE Qualification,80-90%,55<=,N,0,164,27,1,0,1,0,222,0,302,0,1,539,0,1,0,0,0,1,20,134,1279,Pass
AAA,2013-Oct,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N,0,47,4,1,1,0,0,42,1,80,0,0,277,0,0,0,0,1,2,2,50,458,Withdrawn
AAA,2013-Oct,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,0,8,0,1,1,0,0,42,0,28,0,0,18,1,0,0,1,0,2,2,34,104,Fail
AAA,2013-Oct,1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,N,0,32,5,0,2,0,1,103,3,156,0,0,343,0,0,0,0,0,1,10,91,656,Pass
AAA,2013-Oct,1414443,F,Yorkshire Region,A Level or Equivalent,10-20%,35-55,N,0,91,81,9,2,0,0,214,3,342,0,0,888,0,0,0,0,1,2,19,107,1652,Fail
AAA,2013-Oct,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,N,0,10,4,1,1,0,0,55,0,20,0,0,63,0,1,1,0,0,2,1,16,159,Withdrawn
AAA,2013-Oct,1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,N,0,111,78,27,1,0,0,1098,0,777,1,0,1138,0,0,0,1,0,1,12,150,3245,Pass
AAA,2013-Oct,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,Y,1,59,20,2,2,1,0,224,3,243,1,0,380,0,0,0,0,1,0,9,81,946,Fail
AAA,2013-Oct,1488959,M,London Region,A Level or Equivalent,70-80%,35-55,N,0,117,62,5,1,0,0,784,1,503,0,0,1734,1,0,0,0,0,2,5,130,3215,Pass
AAA,2013-Oct,1518989,F,South East Region,Lower Than A Level,80-90%,35-55,N,1,106,77,12,2,0,0,1974,0,506,0,0,830,0,1,0,0,0,1,9,140,3519,Pass
AAA,2013-Oct,1618738,M,London Region,Lower Than A Level,90-100%,35-55,N,1,53,1,1,1,0,0,10,2,56,0,0,338,0,0,1,0,0,1,14,47,479,Pass
AAA,2013-Oct,1620151,M,South Region,HE Qualification,90-100%,35-55,N,0,51,3,3,1,0,0,42,8,130,0,0,442,1,0,1,0,0,1,10,53,693,Fail
AAA,2013-Oct,1626710,M,North Western Region,A Level or Equivalent,60-70%,35-55,N,0,226,142,18,1,0,0,2222,0,912,1,0,1158,0,0,0,0,0,2,63,189,4745,Distinction
AAA,2013-Oct,1640609,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,N,0,104,56,9,1,0,0,2073,3,902,0,0,850,0,0,0,1,0,2,7,168,4008,Pass
AAA,2013-Oct,1686521,F,North Western Region,Lower Than A Level,50-60%,35-55,N,1,54,27,0,2,0,0,35,0,73,1,1,110,0,0,0,0,0,1,7,25,312,Withdrawn
AAA,2013-Oct,1729319,F,Scotland,HE Qualification,40-50%,35-55,N,0,167,104,4,2,0,0,682,0,506,1,1,919,0,0,0,0,0,1,37,152,2424,Pass
AAA,2013-Oct,1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,0,167,27,1,1,1,0,221,6,177,0,0,832,0,0,0,0,0,2,39,116,1474,Pass
AAA,2013-Oct,1758449,M,South Region,Lower Than A Level,30-40%,35-55,N,1,58,38,1,1,0,0,841,0,287,0,0,623,1,0,0,0,0,1,20,73,1872,Withdrawn
AAA,2013-Oct,1763015,F,Scotland,A Level or Equivalent,10-20%,35-55,N,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,7,7,Withdrawn
AAA,2013-Oct,1765788,M,South East Region,HE Qualification,70-80%,55<=,N,0,82,26,2,0,1,0,1428,0,1037,0,0,3104,1,0,0,0,0,1,48,157,5730,Pass
AAA,2013-Oct,1801229,M,Ireland,HE Qualification,0-10%,35-55,N,0,59,34,6,1,0,0,307,0,183,0,0,626,0,0,0,1,0,1,11,93,1229,Pass
AAA,2013-Oct,1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,N,0,38,4,1,1,0,0,18,0,63,0,1,196,0,0,0,0,0,2,4,56,328,Pass
AAA,2013-Oct,1847830,M,South West Region,Lower Than A Level,40-50%,35-55,N,1,203,60,1,1,0,0,3271,0,1366,1,0,1045,0,1,0,0,0,1,20,162,5971,Pass
AAA,2013-Oct,1860318,M,South West Region,Lower Than A Level,40-50%,35-55,Y,1,55,1,12,1,0,0,3208,0,1312,1,2,965,0,1,0,0,1,0,10,129,5570,Pass
AAA,2013-Oct,1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N,0,73,8,6,1,0,0,567,0,335,0,1,525,0,0,0,0,1,2,17,113,1536,Pass
AAA,2013-Oct,1889577,F,South Region,A Level or Equivalent,70-80%,35-55,Y,0,76,42,0,2,0,0,19,0,183,0,0,396,2,0,0,0,1,1,7,107,729,Pass
AAA,2013-Oct,1894188,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,67,15,12,1,0,1,149,4,304,0,0,3151,0,1,0,0,0,2,5,125,3712,Pass
AAA,2013-Oct,1938355,M,South Region,A Level or Equivalent,90-100%,35-55,N,0,48,20,9,1,0,0,368,0,343,0,0,666,1,0,1,0,0,2,4,122,1463,Pass
AAA,2013-Oct,1942396,F,East Anglian Region,Lower Than A Level,40-50%,35-55,Y,1,32,7,0,2,1,0,59,0,112,1,0,93,0,0,0,0,1,0,3,70,312,Pass
AAA,2013-Oct,1970390,M,West Midlands Region,Lower Than A Level,0-10%,35-55,N,1,431,287,13,1,0,1,4081,4,3211,0,0,1528,0,0,0,1,0,1,35,181,9595,Withdrawn
AAA,2013-Oct,1976139,M,Ireland,Lower Than A Level,50-60%,35-55,N,1,60,8,2,1,0,0,3,0,211,0,1,707,0,0,0,0,0,1,10,80,1005,Pass
AAA,2013-Oct,2011876,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,Y,0,143,77,17,1,1,0,48,0,265,0,0,651,0,0,1,0,1,1,7,118,1213,Pass
AAA,2013-Oct,2012966,M,North Western Region,Lower Than A Level,30-40%,35-55,N,1,32,4,1,1,0,0,62,0,86,1,0,137,0,0,0,0,0,1,10,64,336,Pass
AAA,2013-Oct,2051699,F,South West Region,Lower Than A Level,70-80%,35-55,N,1,187,19,2,2,0,0,141,0,355,0,0,748,1,1,0,0,0,1,42,105,1500,Pass
AAA,2013-Oct,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,96,56,18,1,1,0,554,0,356,0,0,845,0,0,0,0,0,2,9,154,1938,Fail
AAA,2013-Oct,2065691,M,London Region,A Level or Equivalent,30-40%,35-55,Y,0,153,77,1,1,0,0,6,2,447,0,0,744,0,0,0,0,1,1,3,53,1436,Withdrawn
AAA,2013-Oct,2073016,F,London Region,Lower Than A Level,30-40%,35-55,N,1,86,58,0,2,0,0,58,1,127,0,0,197,0,0,0,0,0,1,7,81,538,Withdrawn
AAA,2013-Oct,2080474,F,South Region,A Level or Equivalent,90-100%,35-55,N,0,58,23,11,2,0,0,328,0,188,0,0,401,1,0,1,0,0,2,8,113,1023,Pass
AAA,2013-Oct,2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,76,34,1,1,0,1,26,0,134,0,0,191,0,0,0,1,0,2,4,85,471,Pass
AAA,2013-Oct,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,N,1,92,26,0,2,0,0,347,0,234,0,1,880,0,1,0,0,0,1,3,85,1588,Fail
AAA,2013-Oct,2104505,M,West Midlands Region,Lower Than A Level,0-10%,35-55,N,1,50,24,1,1,0,1,19,0,113,0,0,298,0,0,0,1,0,1,6,69,516,Pass
AAA,2013-Oct,2122180,F,North Western Region,Lower Than A Level,80-90%,35-55,N,1,130,47,15,2,0,0,1055,5,725,1,0,2009,0,1,0,0,0,1,28,165,4020,Distinction
AAA,2013-Oct,2139353,M,London Region,A Level or Equivalent,50-60%,35-55,N,0,236,130,8,1,0,0,56,1,129,0,1,590,0,0,0,0,0,2,11,98,1165,Withdrawn
AAA,2013-Oct,2143752,F,South Region,Lower Than A Level,70-80%,35-55,N,1,175,112,0,2,0,0,34,0,312,0,1,899,2,0,0,0,0,1,18,116,1557,Pass
AAA,2013-Oct,2146792,M,North Western Region,HE Qualification,20-30%,55<=,N,0,101,3,31,0,1,0,276,1,386,1,0,1220,0,0,0,0,0,1,15,137,2036,Pass
AAA,2013-Oct,2149225,M,Scotland,A Level or Equivalent,70-80%,35-55,Y,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,9,9,Withdrawn
AAA,2013-Oct,2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,0,87,24,8,1,0,0,916,0,515,1,0,1237,0,0,0,0,1,2,9,133,2801,Pass
AAA,2013-Oct,2155014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,Y,1,56,32,1,1,0,0,243,1,137,0,0,769,0,1,0,1,1,0,4,93,1248,Pass
AAA,2013-Oct,2164705,F,North Western Region,A Level or Equivalent,40-50%,0-35,N,0,19,4,1,1,0,0,52,0,17,2,0,96,0,0,0,0,0,2,1,25,195,Fail
AAA,2013-Oct,2171627,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,N,0,42,5,12,2,0,0,362,0,177,0,2,506,0,0,0,0,1,2,11,128,1122,Pass
AAA,2013-Oct,2182846,F,London Region,A Level or Equivalent,70-80%,35-55,N,0,85,36,11,2,0,0,1896,1,454,0,0,956,1,0,0,0,0,2,19,158,3463,Pass
AAA,2013-Oct,2194100,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,N,0,168,41,0,2,1,0,126,0,225,0,1,401,0,0,0,0,0,2,13,109,980,Pass
AAA,2013-Oct,2197016,F,North Western Region,HE Qualification,30-40%,35-55,N,0,73,40,3,2,0,0,260,0,209,1,0,571,0,0,0,0,0,1,6,127,1166,Pass
AAA,2013-Oct,2208424,M,Scotland,A Level or Equivalent,20-30%,0-35,N,0,75,31,2,0,0,0,215,1,188,0,1,256,0,0,0,0,0,2,15,122,786,Pass
AAA,2013-Oct,2229865,F,West Midlands Region,A Level or Equivalent,10-20%,35-55,N,0,312,214,41,2,0,0,903,0,564,0,0,770,0,0,0,1,0,2,42,180,2851,Pass
AAA,2013-Oct,2255601,F,South Region,A Level or Equivalent,80-90%,35-55,N,0,79,20,5,2,0,0,515,1,331,0,1,1126,1,1,0,0,0,2,12,92,2096,Withdrawn
AAA,2013-Oct,2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,0,99,39,21,1,0,1,505,1,283,0,0,466,0,0,0,0,0,2,22,139,1440,Pass
AAA,2013-Oct,2278464,M,South Region,Lower Than A Level,30-40%,35-55,N,1,20,3,1,1,0,0,0,0,41,0,0,72,1,0,0,0,0,1,6,48,147,Pass
AAA,2013-Oct,2293923,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,17,0,2,0,0,0,4,0,33,0,0,53,1,0,1,0,0,2,7,41,120,Pass
AAA,2013-Oct,2312620,F,East Midlands Region,HE Qualification,20-30%,35-55,N,0,43,26,0,2,0,1,191,2,125,0,1,532,0,0,0,0,0,1,11,85,935,Withdrawn
AAA,2013-Oct,2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,N,1,77,36,0,2,1,0,31,0,104,1,0,185,0,0,0,0,0,1,6,72,445,Pass
